file_year,from_name,to_name,missing,notes
2011,AgeUNum,age,FALSE,
2011,AgeUnit,age_type,FALSE,
2011,AGE,age_years,FALSE,
2011,ArmForce,armed_forces,FALSE,
2011,Autopsy,autopsy,FALSE,
2011,BCountry,birthplace_country,FALSE,
2011,StateBir,birthplace_state_fips_code,FALSE,
2011,AttClass,certifier_designation,FALSE,
2011,dob,date_of_birth,FALSE,
2011,Dth_Date,date_of_death,FALSE,
2011,DOD_Mod,date_of_death_modifier,FALSE,
2011,Inj_Date,date_of_injury,FALSE,
2011,RcvFt,date_received,FALSE,
2011,death_city_fips,death_city_fips,TRUE,
2011,death_county_fips,death_county_fips,TRUE,
2011,City_Occ,death_county_city_wa_code,FALSE,
2011,Cnty_Occ,death_county_wa_code,FALSE,
2011,Facility,death_facility,FALSE,
2011,St_Occ,death_state,FALSE,
2011,Zip_Occ,death_zip_code,FALSE,
2011,DispType,disposition,FALSE,
2011,DispDate,disposition_date,FALSE,
2011,Educ,education,FALSE,
2011,Edu_LE8,education_8_or_less,FALSE,
2011,Hisp_Cub,hispanic_cuban,FALSE,
2011,Hisp_Mex,hispanic_mexican,FALSE,
2011,hisp,hispanic_nchs_bridge,FALSE,
2011,Hisp_No,hispanic_no,FALSE,
2011,Hisp_Oth,hispanic_other,FALSE,
2011,Hisp_Pr,hispanic_puerto_rican,FALSE,
2011,Ind_Lit,industry,FALSE,
2011,InformRl,informant_relationship,FALSE,
2011,InjP_NCHS,injury_acme_place,FALSE,
2011,InjAtWrk,injury_at_work,FALSE,
2011,injury_city_fips,injury_city_fips,TRUE,
2011,injury_county,injury_county,TRUE,
2011,injury_county_fips,injury_county_fips,TRUE,
2011,City_Inj,injury_county_city_wa_code,FALSE,
2011,Cnty_Inj,injury_county_wa_code,FALSE,
2011,InjPlace,injury_place,FALSE,
2011,St_Inj,injury_state,FALSE,
2011,ZipInjOc,injury_zip_code,FALSE,
2011,CntyFile,local_file_number,FALSE,
2011,RInj_Caus,manner,FALSE,
2011,Married,marital_status,FALSE,
2011,Referred,me_coroner_referred,FALSE,
2011,Occ_Lit,occupation,FALSE,
2011,Fac_Type,place_of_death_type,FALSE,
2011,PregStat,pregnancy,FALSE,
2011,Race_Ami,race_amer_indian_alaskan,FALSE,
2011,Race_Asi,race_asian_indian,FALSE,
2011,Race_Blk,race_black,FALSE,
2011,Race_Chi,race_chinese,FALSE,
2011,Race_Fil,race_filipino,FALSE,
2011,Race_Gua,race_guamanian_or_chamorro,FALSE,
2011,Race_Haw,race_hawaiian,FALSE,
2011,Race_Jap,race_japanese,FALSE,
2011,Race_Kor,race_korean,FALSE,
2011,Race_Oth,race_other,FALSE,
2011,Race_Oas,race_other_asian,FALSE,
2011,Race_Opi,race_other_pacific_islander,FALSE,
2011,Race_Sam,race_samoan,FALSE,
2011,Sum_Race,race_summary_code,FALSE,
2011,Race_Vie,race_vietnamese,FALSE,
2011,Race_Wht,race_white,FALSE,
2011,mltcse1,record_axis_code_1,FALSE,
2011,mltcse10,record_axis_code_10,FALSE,
2011,mltcse11,record_axis_code_11,FALSE,
2011,mltcse12,record_axis_code_12,FALSE,
2011,mltcse13,record_axis_code_13,FALSE,
2011,mltcse14,record_axis_code_14,FALSE,
2011,mltcse15,record_axis_code_15,FALSE,
2011,mltcse16,record_axis_code_16,FALSE,
2011,mltcse17,record_axis_code_17,FALSE,
2011,mltcse18,record_axis_code_18,FALSE,
2011,mltcse19,record_axis_code_19,FALSE,
2011,mltcse2,record_axis_code_2,FALSE,
2011,mltcse20,record_axis_code_20,FALSE,
2011,mltcse3,record_axis_code_3,FALSE,
2011,mltcse4,record_axis_code_4,FALSE,
2011,mltcse5,record_axis_code_5,FALSE,
2011,mltcse6,record_axis_code_6,FALSE,
2011,mltcse7,record_axis_code_7,FALSE,
2011,mltcse8,record_axis_code_8,FALSE,
2011,mltcse9,record_axis_code_9,FALSE,
2011,InCity,residence_city_limits,FALSE,
2011,residence_city_fips,residence_city_fips,TRUE,
2011,residence_county,residence_county,TRUE,
2011,residence_county_fips,residence_county_fips,TRUE,
2011,City_Res,residence_county_city_wa_code,FALSE,
2011,Cnty_Res,residence_county_wa_code,FALSE,
2011,Res_Auni,residence_length,FALSE,
2011,Res_Lena,residence_length_type,FALSE,
2011,St_Res,residence_state_fips_code,FALSE,
2011,Zipcode,residence_zip_code,FALSE,
2011,Sex,sex,FALSE,
2011,CertNo,state_file_number,FALSE,
2011,Dth_Time,time_of_death,FALSE,
2011,Dth_Hour,time_of_death_hour,TRUE,Only dth_time in data set
2011,Dth_Min,time_of_death_minutes,TRUE,Only dth_time in data set
2011,Inj_Time,time_of_injury,FALSE,
2011,inj_hour,time_of_injury_hour,TRUE,Only Inj_Time in data set
2011,inj_min,time_of_injury_minutes,TRUE,Only Inj_Time in data set
2011,TbContri,tobacco,FALSE,
2011,Underly,underlying_cod_code,FALSE,
