file_year,from_name,to_name,missing,notes
2012,AgeUNum,age,FALSE,
2012,AgeUnit,age_type,FALSE,
2012,AGE,age_years,FALSE,
2012,ArmForce,armed_forces,FALSE,
2012,Autopsy,autopsy,FALSE,
2012,BCountry,birthplace_country,FALSE,
2012,StateBir,birthplace_state_fips_code,FALSE,
2012,AttClass,certifier_designation,FALSE,
2012,dob,date_of_birth,FALSE,
2012,Dth_Date,date_of_death,FALSE,
2012,DOD_Mod,date_of_death_modifier,FALSE,
2012,Inj_Date,date_of_injury,FALSE,
2012,RcvFt,date_received,FALSE,
2012,cnty_city_occ,death_county_city_wa_code,FALSE,
2012,cnty_occ,death_county_wa_code,FALSE,
2012,Facility,death_facility,FALSE,
2012,St_Occ,death_state,FALSE,
2012,Zip_Occ,death_zip_code,FALSE,
2012,DispType,disposition,FALSE,
2012,DispDate,disposition_date,FALSE,
2012,Educ,education,FALSE,
2012,Edu_LE8,education_8_or_less,FALSE,
2012,Hisp_Cub,hispanic_cuban,FALSE,
2012,Hisp_Mex,hispanic_mexican,FALSE,
2012,hisp,hispanic_nchs_bridge,FALSE,
2012,Hisp_No,hispanic_no,FALSE,
2012,Hisp_Oth,hispanic_other,FALSE,
2012,Hisp_Pr,hispanic_puerto_rican,FALSE,
2012,Ind_Lit,industry,FALSE,
2012,InformRl,informant_relationship,FALSE,
2012,InjP_NCHS,injury_acme_place,FALSE,
2012,InjAtWrk,injury_at_work,FALSE,
2012,cnty_city_Inj,injury_county_city_wa_code,FALSE,
2012,cnty_inj,injury_county_wa_code,FALSE,
2012,InjPlace,injury_place,FALSE,
2012,St_Inj,injury_state,FALSE,
2012,ZipInjOc,injury_zip_code,FALSE,
2012,CntyFile,local_file_number,FALSE,
2012,RInj_Caus,manner,FALSE,
2012,Married,marital_status,FALSE,
2012,Referred,me_coroner_referred,FALSE,
2012,Occ_Lit,occupation,FALSE,
2012,Fac_Type,place_of_death_type,FALSE,
2012,PregStat,pregnancy,FALSE,
2012,Race_Ami,race_amer_indian_alaskan,FALSE,
2012,Race_Asi,race_asian_indian,FALSE,
2012,Race_Blk,race_black,FALSE,
2012,Race_Chi,race_chinese,FALSE,
2012,Race_Fil,race_filipino,FALSE,
2012,Race_Gua,race_guamanian_or_chamorro,FALSE,
2012,Race_Haw,race_hawaiian,FALSE,
2012,Race_Jap,race_japanese,FALSE,
2012,Race_Kor,race_korean,FALSE,
2012,Race_Oth,race_other,FALSE,
2012,Race_Oas,race_other_asian,FALSE,
2012,Race_Opi,race_other_pacific_islander,FALSE,
2012,Race_Sam,race_samoan,FALSE,
2012,Sum_Race,race_summary_code,FALSE,
2012,Race_Vie,race_vietnamese,FALSE,
2012,Race_Wht,race_white,FALSE,
2012,mltcse1,record_axis_code_1,FALSE,
2012,mltcse2,record_axis_code_2,FALSE,
2012,mltcse3,record_axis_code_3,FALSE,
2012,mltcse4,record_axis_code_4,FALSE,
2012,mltcse5,record_axis_code_5,FALSE,
2012,mltcse6,record_axis_code_6,FALSE,
2012,mltcse7,record_axis_code_7,FALSE,
2012,mltcse8,record_axis_code_8,FALSE,
2012,mltcse9,record_axis_code_9,FALSE,
2012,mltcse10,record_axis_code_10,FALSE,
2012,mltcse11,record_axis_code_11,FALSE,
2012,mltcse12,record_axis_code_12,FALSE,
2012,mltcse13,record_axis_code_13,FALSE,
2012,mltcse14,record_axis_code_14,FALSE,
2012,mltcse15,record_axis_code_15,FALSE,
2012,mltcse16,record_axis_code_16,FALSE,
2012,mltcse17,record_axis_code_17,FALSE,
2012,mltcse18,record_axis_code_18,FALSE,
2012,mltcse19,record_axis_code_19,FALSE,
2012,mltcse20,record_axis_code_20,FALSE,
2012,InCity,residence_city_limits,FALSE,
2012,cnty_city_Res,residence_county_city_wa_code,FALSE,
2012,cnty_res,residence_county_wa_code,FALSE,
2012,Res_Auni,residence_length,FALSE,
2012,Res_Lena,residence_length_type,FALSE,
2012,St_Res,residence_state_fips_code,FALSE,
2012,Zipcode,residence_zip_code,FALSE,
2012,Sex,sex,FALSE,
2012,CertNo,state_file_number,FALSE,
2012,Dth_Time,time_of_death,FALSE,
2012,dth_hour,time_of_death_hour,TRUE,This data set only has Dth_Time
2012,dth_min,time_of_death_minutes,TRUE,This data set only has Dth_Time
2012,Inj_Time,time_of_injury,FALSE,
2012,inj_hour,time_of_injury_hour,TRUE,This data set only has Inj_Time
2012,inj_min,time_of_injury_minutes,TRUE,This data set only has Inj_Time
2012,TbContri,tobacco,FALSE,
2012,Underly,underlying_cod_code,FALSE,
