code,label,notes,review_flag
701,Adams,,FALSE
702,Asotin,,FALSE
703,Benton,,FALSE
704,Chelan,,FALSE
705,Clallam,,FALSE
706,Clark,,FALSE
707,Columbia,,FALSE
708,Cowlitz,,FALSE
709,Douglas,,FALSE
710,Ferry,,FALSE
711,Franklin,,FALSE
712,Garfield,,FALSE
713,Grant,,FALSE
714,Grays Harbor,,FALSE
715,Island,,FALSE
716,Jefferson,,FALSE
717,King,,FALSE
718,Kitsap,,FALSE
719,Kittitas,,FALSE
720,Klickitat,,FALSE
721,Lewis,,FALSE
722,Lincoln,,FALSE
723,Mason,,FALSE
724,Okanogan,,FALSE
725,Pacific,,FALSE
726,Pend Oreille,,FALSE
727,Pierce,,FALSE
728,San Juan,,FALSE
729,Skagit,,FALSE
730,Skamania,,FALSE
731,Snohomish,,FALSE
732,Spokane,,FALSE
733,Stevens,,FALSE
734,Thurston,,FALSE
735,Wahkiakum,,FALSE
736,Walla Walla,,FALSE
737,Whatcom,,FALSE
738,Whitman,,FALSE
739,Yakima,,FALSE
740,Tribal Authority,,FALSE
