start_year,end_year,code,label,notes,review_flag
1980,2026,655,MADAGASCAR,,FALSE
1980,2026,700,MALAWI,,FALSE
1980,2026,547,MALAYA,,FALSE
1980,2026,617,MALAYSIA,,FALSE
1980,2026,732,MALDIVES,,FALSE
1980,2026,656,MALI,,FALSE
1980,2026,665,MALTA,,FALSE
1980,2026,652,MARSHALL ISLANDS,,FALSE
1980,2026,763,MARTINIQUE,,FALSE
1980,2026,711,MAURITANIA,,FALSE
1980,2026,686,MAURITIUS,,FALSE
1980,2026,787,MAYOTTE,,FALSE
1980,2026,631,MICRONESIA,,FALSE
1980,2026,641,MIDWAY ISLAND,,FALSE
1980,2026,653,MOLDOVA,,FALSE
1980,2026,733,MONACO,,FALSE
1980,2026,549,MONGOLIA,,FALSE
1980,2026,777,MONTENEGRO,,FALSE
1980,2026,708,MONTSERRAT,,FALSE
1980,2026,696,MORAVIA,,FALSE
1980,2026,588,MOROCCO,,FALSE
1980,2026,742,MOZAMBIQUE,,FALSE
1980,2026,734,NAMIBIA,,FALSE
1980,2026,744,NAURU,,FALSE
1980,2026,590,NEPAL,,FALSE
1980,2026,604,NETHERLANDS,,FALSE
1980,2026,709,NETHERLANDS ANTILLES,,FALSE
1980,2026,695,NEW CALEDONIA,,FALSE
1980,2026,749,NEW GUINEA,,FALSE
1980,2026,792,NEW HEBRIDES,,FALSE
1980,2026,550,NEW ZEALAND,,FALSE
1980,2026,551,NICARAGUA,,FALSE
1980,2026,735,NIGER,,FALSE
1980,2026,585,NIGERIA,,FALSE
1980,2026,776,NIUE,,FALSE
1980,2026,664,NORTH AFRICA,,FALSE
1980,2026,639,NORTH KOREA,,FALSE
1980,2026,794,NORTH VIETNAM,,FALSE
1980,2026,610,NORTHERN MARIANA ISLANDS,,FALSE
1980,2026,552,NORWAY,,FALSE
1980,2026,999,NOT CLASSIFIABLE,,FALSE
1980,2026,553,OKINAWA,,FALSE
1980,2026,712,OMAN,,FALSE
1980,2026,554,PACIFIC ISLAND,,FALSE
1980,2026,555,PAKISTAN,,FALSE
1980,2026,676,PALAU,,FALSE
1980,2026,657,PALESTINE,,FALSE
1980,2026,583,PANAMA,,FALSE
1980,2026,640,PAPUA NEW GUINEA,,FALSE
1980,2026,556,PARAGUAY,,FALSE
1980,2026,516,PEOPLE'S REPUBLIC OF CHINA,,FALSE
1980,2026,557,PERU,,FALSE
1980,2026,558,PHILIPPINES,,FALSE
1980,2026,559,POLAND,,FALSE
1980,2026,759,POLYNESIA,,FALSE
1980,2026,560,PORTUGAL,,FALSE
1980,2026,782,PRUSSIA,,FALSE
1980,2026,644,QATAR,,FALSE
1980,2026,666,REPUBLIC OF GEORGIA,,FALSE
1980,2026,704,REPUBLIC OF THE CONGO,,FALSE
1980,2026,788,REUNION,,FALSE
1980,2026,562,RHODESIA,,FALSE
1980,2026,596,ROMANIA,,FALSE
1980,2026,592,RUSSIA,,FALSE
1980,2026,719,RWANDA,,FALSE
1980,2026,778,SAINT HELENA,,FALSE
1980,2026,751,SAINT KITTS AND NEVIS,,FALSE
1980,2026,670,SAINT LUCIA,,FALSE
1980,2026,789,SAINT MARTIN,,FALSE
1980,2026,646,SAINT VINCENT AND GRENADINES,,FALSE
1980,2026,578,SAMOA,,FALSE
1980,2026,768,SAN MARINO,,FALSE
1980,2026,747,SAO TOME AND PRINCIPE,,FALSE
1980,2026,606,SAUDI ARABIA,,FALSE
1980,2026,564,SCOTLAND,,FALSE
1980,2026,669,SENEGAL,,FALSE
1980,2026,706,SERBIA,,FALSE
1980,2026,690,SEYCHELLES,,FALSE
1980,2026,688,SIERRA LEONE,,FALSE
1980,2026,616,SINGAPORE,,FALSE
1980,2026,790,SINT MAARTEN,,FALSE
1980,2026,679,SLOVAKIA,,FALSE
1980,2026,681,SLOVENIA,,FALSE
1980,2026,710,SOLOMON ISLANDS,,FALSE
1980,2026,609,SOMALIA,,FALSE
1980,2026,565,SOUTH AFRICA,,FALSE
1980,2026,566,SOUTH AMERICA,,FALSE
1980,2026,791,SOUTH SUDAN,,FALSE
1980,2026,795,SOUTH VIETNAM,,FALSE
1980,2026,567,SPAIN,,FALSE
1980,2026,514,SRI LANKA,,FALSE
1980,2026,668,SUDAN,,FALSE
1980,2026,702,SURINAME,,FALSE
1980,2026,697,SWAZILAND,,FALSE
1980,2026,568,SWEDEN,,FALSE
1980,2026,603,SWITZERLAND,,FALSE
1980,2026,630,SYRIA,,FALSE
1980,2026,717,TAHITI,,FALSE
1980,2026,569,TAIWAN,,FALSE
1980,2026,718,TAJIKISTAN,,FALSE
1980,2026,740,TANGANYIKA,,FALSE
1980,2026,629,TANZANIA,,FALSE
1980,2026,570,THAILAND,,FALSE
1980,2026,659,THE GAMBIA,,FALSE
1980,2026,674,TIBET,,FALSE
1980,2026,793,TIMOR,,FALSE
1980,2026,698,TOGO,,FALSE
1980,2026,796,TOKELAU,,FALSE
1980,2026,571,TONGA,,FALSE
1980,2026,593,TRINIDAD AND TOBAGO,,FALSE
1980,2026,713,TRUST TERRITORIES,,FALSE
1980,2026,611,TUNISIA,,FALSE
1980,2026,572,TURKEY,,FALSE
1980,2026,748,TURKMENISTAN,,FALSE
1980,2026,770,TURKS AND CAICOS ISLANDS,,FALSE
1980,2026,756,TUVALU,,FALSE
1980,2026,613,U.S.S.R.,,FALSE
1980,2026,622,UGANDA,,FALSE
1980,2026,612,UKRAINE,,FALSE
1980,2026,667,UNITED ARAB EMIRATES,,FALSE
1980,2026,523,UNITED KINGDOM,,FALSE
1980,2026,775,UNITED STATES,,FALSE
1980,2026,620,URUGUAY,,FALSE
1980,2026,684,UZBEKISTAN,,FALSE
1980,2026,707,VANUATU,,FALSE
1980,2026,767,VATICAN CITY,,FALSE
1980,2026,573,VENEZUELA,,FALSE
1980,2026,574,VIETNAM,,FALSE
1980,2026,750,WAKE ISLAND,,FALSE
1980,2026,587,WALES,,FALSE
1980,2026,650,WEST AFRICA,,FALSE
1980,2026,774,WEST BANK,,FALSE
1980,2026,576,WEST GERMANY,,FALSE
1980,2026,607,WEST INDIES,,FALSE
1980,2026,736,WESTERN SAHARA,,FALSE
1980,2026,658,YAP,,FALSE
1980,2026,624,YEMEN,,FALSE
1980,2026,579,YUGOSLAVIA,,FALSE
1980,2026,580,ZAMBIA,,FALSE
1980,2026,628,ZIMBABWE,,FALSE
