start_year,end_year,code,label,city,state,notes,review_flag
1980,2026,6002,Shoshone Funeral Service,Kellogg,ID,,FALSE
1980,2026,6003,Malcom's Brower-Wann Funeral Home,Lewiston,ID,,FALSE
1980,2026,6004,Vassar-Rawls Funeral Home,Lewiston,ID,,FALSE
1980,2026,6005,Mountain View Funeral Home,Lewiston,ID,,FALSE
1980,2026,6006,English Funeral Chapel - Post Falls,Post Falls,ID,,FALSE
1980,2026,6007,Short's Funeral Chapel,Moscow,ID,,FALSE
1980,2026,6008,"Bonners Ferry Funeral Home, Inc",Bonners Ferry,ID,,FALSE
1980,2026,6009,English Funeral Chapel - Coeur d'Alene,Coeur D'Alene,ID,,FALSE
1980,2026,6010,Uhlorn Funeral Home,Cottonwood,ID,,FALSE
1980,2026,6011,Pine HIlls Funeral Chapel & Crematory,Orofino,ID,,FALSE
1980,2026,6015,Trenary Funeral Home,Kooskia,ID,,FALSE
1980,2026,6016,Yates Funeral Home,Coeur D'Alene,ID,,FALSE
1980,2026,6017,Hodge Funeral Home ,St. Maries,ID,,FALSE
1980,2026,6024,Blackmer Funeral Home,Grangeville,ID,,FALSE
1980,2026,6026,Haren-Wood Funeral Chapel,Payette,ID,,FALSE
1980,2026,6030,Bell Tower Funeral Home,Post Falls,ID,,FALSE
1980,2026,6031,Lakeview Funeral Home,Sandpoint,ID,,FALSE
1980,2026,6032,Heikkila Funeral Chapel,McCall,ID,,FALSE
1980,2026,6033,Zeyer Funeral Chapel,Nampa,ID,,FALSE
